2020-07-10	1087
2020-07-11	913
2020-07-12	697
2020-07-13	1072
2020-07-14	1089
2020-07-15	1099
2020-07-16	1076
2020-07-17	1090
2020-07-18	907
2020-07-19	682
2020-07-20	1070
2020-07-21	1082
2020-07-22	1083
2020-07-23	1053
2020-07-24	1067
2020-07-25	908
2020-07-26	682
2020-07-27	1031
2020-07-28	1026
2020-07-29	1013
2020-07-30	1027
2020-07-31	988
2020-08-01	844
2020-08-02	662
2020-08-03	978
2020-08-04	986
2020-08-05	985
2020-08-06	976
2020-08-07	974
2020-08-08	825
2020-08-09	664
2020-08-10	948
2020-08-11	975
2020-08-12	858
2020-08-13	834
2020-08-14	848
2020-08-15	631
2020-08-16	605
2020-08-17	814
2020-08-18	835
2020-08-19	835
2020-08-20	954
2020-08-21	951
2020-08-22	814
2020-08-23	666
2020-08-24	935
2020-08-25	951
2020-08-26	939
2020-08-27	941
2020-08-28	948
2020-08-29	812
2020-08-30	650
2020-08-31	985
2020-09-01	1098
2020-09-02	1102
2020-09-03	1111
2020-09-04	1092
2020-09-05	920
2020-09-06	685
2020-09-07	1110
2020-09-08	1103
2020-09-09	1092
2020-09-10	1135
2020-09-11	1111
2020-09-12	912
2020-09-13	698
2020-09-14	1113
2020-09-15	1136
2020-09-16	1121
2020-09-17	1133
2020-09-18	1140
2020-09-19	998
2020-09-20	714
2020-09-21	1117
2020-09-22	1127
2020-09-23	1142
2020-09-24	1123
2020-09-25	1062
2020-09-26	971
2020-09-27	698
2020-09-28	1126
2020-09-29	1127
2020-09-30	1128
2020-10-01	1129
2020-10-02	1130
2020-10-03	976
2020-10-04	731
2020-10-05	1144
2020-10-06	1144
2020-10-07	1138
2020-10-08	1126
2020-10-09	1119
2020-10-10	955
2020-10-11	728
2020-10-12	1120
2020-10-13	1139
2020-10-14	1138
2020-10-15	1024
2020-10-16	1116
2020-10-17	938
2020-10-18	696
2020-10-19	1107
2020-10-20	1122
2020-10-21	1114
2020-10-22	1112
2020-10-23	1113
2020-10-24	930
2020-10-25	677
2020-10-26	1100
2020-10-27	1101
2020-10-28	692
2020-10-29	1105
2020-10-30	1118
2020-10-31	926
2020-11-01	670
2020-11-02	1093
2020-11-03	1091
2020-11-04	1118
2020-11-05	1124
2020-11-06	1116
2020-11-07	915
2020-11-08	654
2020-11-09	1108
2020-11-10	1113
2020-11-11	1100
2020-11-12	1105
2020-11-13	1099
2020-11-14	905
2020-11-15	620
2020-11-16	1075
2020-11-17	1059
2020-11-18	1071
2020-11-19	1037
2020-11-20	1046
2020-11-21	878
2020-11-22	627
2020-11-23	1054
2020-11-24	1070
2020-11-25	1048
2020-11-26	1006
2020-11-27	1041
2020-11-28	851
2020-11-29	616
2020-11-30	1043
2020-12-01	1066
2020-12-02	1059
2020-12-03	1060
2020-12-04	1055
2020-12-05	860
2020-12-06	613
2020-12-07	1046
2020-12-08	1060
2020-12-09	1054
2020-12-10	1064
2020-12-11	1059
2020-12-12	878
2020-12-13	608
2020-12-14	1163
2020-12-15	1164
2020-12-16	1146
2020-12-17	1156
2020-12-18	1155
2020-12-19	879
2020-12-20	625
2020-12-21	1152
2020-12-22	1158
2020-12-23	1160
2020-12-24	1152
2020-12-25	629
2020-12-26	604
2020-12-27	592
2020-12-28	1149
2020-12-29	1162
2020-12-30	1144
2020-12-31	1154
2021-01-01	578
2021-01-02	594
2021-01-03	582
2021-01-04	1146
2021-01-05	1126
2021-01-06	616
2021-01-07	1125
2021-01-08	1148
2021-01-09	138
