88074	34
06030	66
30270	79
60543	86
06055	90
10570	99
77074	105
06099	121
06057	136
88016	140
06107	149
06084	165
60910	176
40212	196
06098	200
06015	205
88067	206
06036	207
06048	207
06049	233
06093	255
06109	260
06019	270
10723	280
67012	332
10630	349
30977	364
40178	382
06090	413
40468	441
06083	444
10724	472
10013	487
88034	504
77046	534
40719	541
60291	543
40916	553
40565	560
79149	563
40716	575
65175	592
60506	593
10115	595
79110	611
65174	634
40589	664
40227	668
06103	673
40867	681
79164	690
10197	699
79179	729
88019	734
40828	743
10725	773
77071	777
88030	813
40592	835
40190	848
40155	901
89034	901
60953	925
40440	941
40130	965
50288	966
10381	1003
40423	1004
89046	1006
10009	1008
06089	1015
40481	1015
30241	1033
79067	1046
10021	1053
10737	1063
60513	1074
50285	1077
65149	1077
79181	1084
60488	1087
30648	1093
30301	1096
10666	1099
07023	1108
67252	1122
30848	1125
40580	1126
88023	1141
88036	1162
30252	1163
40229	1172
40196	1179
30637	1190
60970	1191
06097	1194
06092	1204
06051	1209
40199	1220
30657	1229
60877	1248
50951	1252
60981	1255
10015	1262
60485	1267
06068	1272
10413	1275
40150	1276
89014	1287
60507	1300
60920	1308
10387	1310
10095	1314
89023	1315
06058	1326
30947	1327
07081	1344
30671	1345
88053	1352
10394	1356
88004	1358
10410	1367
06102	1374
88008	1394
10733	1398
10305	1408
10567	1414
88045	1415
10705	1419
10407	1431
89040	1435
30927	1446
10402	1448
07031	1453
30636	1456
10269	1457
30644	1467
40554	1471
30679	1472
10186	1478
06078	1493
10591	1493
10682	1493
10611	1496
07033	1499
30254	1507
10395	1509
60486	1510
30943	1514
06050	1521
30282	1534
06111	1542
06075	1548
10701	1550
10732	1559
60519	1564
60975	1567
60260	1577
06039	1578
10399	1584
40530	1585
10740	1591
30300	1592
40443	1592
06101	1599
10409	1602
50320	1603
88050	1605
30706	1609
79041	1615
40453	1618
30673	1622
10374	1624
06088	1625
77069	1625
10392	1627
10172	1628
30677	1639
06110	1649
06010	1650
06071	1650
30646	1651
88090	1653
30645	1656
60551	1659
06094	1665
10419	1665
88052	1665
30664	1674
30701	1677
06073	1679
10016	1679
06035	1684
10730	1687
40210	1692
88028	1694
06079	1696
10181	1701
30919	1705
10736	1710
10380	1712
30660	1716
40915	1717
10721	1719
10011	1722
10576	1723
06069	1726
60960	1731
10622	1744
30283	1758
07080	1762
88072	1762
10306	1767
88063	1771
67278	1776
60957	1779
10717	1780
88005	1782
10700	1783
40466	1784
06060	1785
06056	1787
30668	1788
88018	1788
60987	1795
40151	1797
10636	1799
30661	1804
10008	1809
10083	1810
88040	1813
06012	1815
30642	1826
10738	1829
10390	1833
10389	1837
06095	1839
89051	1843
30704	1845
88085	1845
10133	1861
69001	1862
88071	1863
10400	1865
10651	1865
10328	1868
10706	1872
30667	1874
30658	1880
60227	1885
79080	1886
40919	1888
10017	1892
10712	1892
10169	1894
10343	1898
30622	1906
10087	1912
88083	1912
10206	1919
10802	1926
10214	1927
88076	1927
10350	1928
10198	1930
30956	1937
30652	1938
88089	1941
10365	1946
88051	1947
10372	1950
30902	1950
88048	1953
07018	1954
88049	1955
60296	1957
88065	1960
88091	1961
10397	1964
88037	1966
88017	1969
10330	1971
88009	1972
10163	1973
89038	1973
30659	1974
77082	1980
30983	1981
10332	1982
10309	1984
10307	1986
10745	1993
50213	1993
40553	1995
30640	1998
10093	2004
30656	2006
10581	2007
10659	2009
79031	2010
10102	2011
88058	2013
10371	2016
30719	2016
10357	2017
10367	2017
40463	2017
10665	2021
10012	2024
10333	2027
88042	2027
88066	2027
60967	2034
10384	2035
30641	2038
60525	2049
10331	2051
40848	2052
30949	2062
60492	2062
10373	2063
30904	2073
30675	2080
60521	2080
10667	2082
10680	2082
10603	2084
10327	2090
40579	2090
10014	2091
88080	2097
10813	2103
10138	2108
10363	2119
88084	2119
88087	2119
88035	2120
10689	2121
10971	2125
67122	2133
10749	2139
60528	2139
10158	2140
30639	2143
88070	2143
60516	2144
10963	2148
88069	2149
88061	2153
10136	2155
60529	2158
10007	2161
30627	2166
10098	2172
60496	2172
10727	2175
88038	2178
30939	2179
88073	2183
10340	2188
88024	2189
40912	2191
10107	2193
10606	2193
10564	2194
10308	2195
10719	2195
10082	2197
10715	2202
88056	2204
88078	2204
30942	2208
88007	2211
79177	2216
07016	2224
60548	2225
10569	2226
07067	2229
10742	2229
30948	2232
10964	2233
88077	2234
10578	2238
89028	2238
10639	2239
10089	2240
10583	2240
10741	2240
89020	2241
10129	2242
10096	2246
60518	2246
10088	2250
07099	2252
07021	2262
10596	2264
10663	2267
10645	2271
30638	2271
89018	2273
10604	2277
60523	2277
60936	2281
07027	2282
10748	2284
07100	2285
10557	2286
88060	2286
89032	2286
30929	2290
30944	2291
60510	2295
69002	2295
07019	2306
10602	2306
10683	2307
89004	2307
10175	2310
30654	2310
60495	2312
30635	2313
88002	2313
88044	2313
10091	2314
30789	2317
10735	2318
10969	2320
10116	2321
10598	2323
88013	2325
88062	2325
30674	2326
88086	2326
10729	2328
10599	2330
40164	2339
30982	2340
10633	2346
10621	2349
30925	2353
79104	2353
07102	2356
30629	2357
30928	2357
10162	2358
40562	2358
30632	2359
10586	2360
88014	2361
89037	2364
10201	2380
10710	2380
10194	2385
88064	2385
10675	2388
30932	2389
10974	2390
10119	2394
10544	2395
07108	2396
79053	2400
89045	2403
30651	2404
60976	2406
30634	2408
10101	2409
79187	2409
88020	2409
10166	2413
60979	2414
89041	2414
10626	2415
89050	2415
10677	2416
07013	2420
10085	2420
10703	2423
89015	2423
10726	2425
10195	2426
10541	2427
10542	2427
10625	2436
88082	2442
30976	2445
07030	2448
10188	2449
60487	2449
10592	2452
10698	2452
10551	2457
10140	2458
10632	2463
07032	2466
10615	2467
40195	2467
10681	2469
40881	2469
89027	2470
10966	2473
40563	2478
10808	2480
88047	2480
07022	2483
10600	2487
30978	2488
88033	2488
10743	2489
07065	2490
10674	2493
10582	2494
10713	2500
60535	2500
40418	2502
40465	2504
07020	2505
10695	2505
10661	2507
79029	2509
10650	2511
40228	2512
40879	2512
60494	2512
10184	2513
10110	2514
10084	2516
10141	2517
30958	2517
89013	2519
07062	2521
10546	2521
10746	2521
10744	2523
07014	2524
30975	2525
10565	2526
60893	2529
65163	2535
07017	2536
07105	2539
07042	2542
30933	2543
30898	2550
30974	2550
10560	2551
30941	2553
10207	2554
10161	2555
10641	2556
79193	2557
07064	2562
10707	2563
10612	2567
07071	2570
10642	2576
89022	2577
07076	2578
10948	2580
10688	2581
89026	2581
07029	2583
30981	2583
10595	2585
10685	2588
30633	2588
60948	2590
89011	2591
07112	2592
10094	2592
30938	2592
10114	2597
40221	2597
07072	2600
10590	2600
10157	2602
89016	2603
10081	2604
89035	2604
10554	2605
89044	2607
10555	2608
10597	2608
07047	2609
10086	2611
07111	2613
40454	2613
10694	2614
10562	2616
88079	2617
30768	2620
10182	2621
88012	2621
10739	2624
10728	2625
60972	2626
30873	2627
88043	2631
07003	2632
40898	2632
30655	2633
10097	2635
89043	2636
10216	2637
10620	2637
07058	2639
88068	2639
10672	2640
30835	2640
60982	2640
10627	2641
89029	2641
88022	2642
07107	2643
10952	2646
10673	2647
10185	2649
10614	2649
88003	2649
07011	2650
07091	2650
07063	2651
88088	2654
07001	2655
10579	2655
40426	2656
89009	2660
07110	2661
40215	2662
40883	2663
07078	2664
07083	2664
07089	2664
07026	2669
60952	2669
07035	2670
60896	2671
10142	2672
30830	2672
30931	2672
40140	2675
89024	2676
07028	2679
65148	2681
40577	2682
07052	2686
50974	2686
07085	2688
89021	2688
30813	2689
30980	2690
60533	2691
60962	2691
89025	2691
10747	2693
07044	2695
10208	2695
30728	2696
40564	2698
07034	2699
88046	2700
30831	2701
07045	2703
30937	2703
10655	2704
30973	2705
89017	2707
07088	2709
10160	2710
30605	2710
89012	2711
07057	2712
89008	2713
07050	2714
07075	2715
10120	2719
10648	2722
30969	2722
30921	2723
07051	2726
07093	2727
40136	2728
40842	2728
30869	2729
07040	2730
07059	2731
60527	2731
10100	2734
07024	2739
89039	2739
30619	2741
60873	2742
10658	2743
07015	2744
10678	2745
10575	2750
07084	2753
10125	2754
10967	2756
60292	2758
07006	2760
07025	2761
07086	2763
07061	2764
60961	2764
89030	2764
10970	2767
88054	2773
60242	2779
10143	2782
10640	2783
10137	2784
10152	2785
40590	2785
40166	2786
10561	2787
10559	2791
60991	2792
89033	2792
30954	2793
10566	2794
10720	2795
10587	2796
30907	2796
07007	2798
10594	2799
30295	2799
30940	2802
60965	2802
10010	2803
30810	2808
07048	2812
10975	2812
07002	2815
10812	2816
07043	2819
10171	2820
89048	2822
07106	2823
10679	2823
40821	2824
10174	2829
30926	2830
30892	2831
07037	2840
10122	2841
10656	2843
10211	2845
10146	2846
07094	2847
10145	2847
30653	2849
10547	2851
60968	2851
07097	2853
10548	2854
30930	2858
40894	2858
10635	2862
30966	2863
10978	2864
07053	2865
10709	2865
89003	2865
79011	2867
07054	2868
10218	2869
10130	2870
30960	2871
10552	2876
10588	2876
60508	2876
10563	2877
10099	2880
10664	2881
40438	2882
07012	2885
40859	2885
50956	2886
10123	2887
40141	2892
40421	2894
30905	2898
79196	2902
10103	2906
89007	2907
89001	2915
10553	2916
10556	2917
10977	2919
10200	2920
10699	2922
10199	2923
60544	2923
79109	2925
10213	2926
10147	2928
10629	2936
30710	2941
30964	2941
10646	2943
10972	2949
65130	2949
07049	2950
79064	2950
79085	2952
88081	2955
10962	2956
40826	2957
30965	2958
30846	2959
10643	2960
50443	2960
30955	2964
79022	2964
07092	2969
40571	2971
60955	2971
79139	2971
60550	2974
89002	2975
30968	2977
10187	2980
10204	2981
30970	2981
40473	2993
07060	2996
79057	2996
10150	2998
60509	3000
30735	3001
10131	3003
60977	3003
50967	3006
79161	3006
60983	3008
10644	3011
07008	3013
50706	3013
10617	3015
60545	3016
10618	3019
30888	3019
50190	3019
60971	3019
79194	3019
10153	3020
60490	3021
65165	3022
30788	3023
30794	3023
40900	3024
40856	3029
40862	3031
79159	3032
79195	3032
60537	3033
10217	3036
10209	3039
10593	3039
60512	3041
60539	3042
89005	3042
10550	3044
40467	3049
50291	3049
89036	3053
07041	3054
65146	3054
10170	3055
50996	3055
10957	3056
69006	3056
79081	3059
07056	3064
30880	3067
10155	3078
10203	3078
30923	3079
10118	3081
30957	3083
30959	3085
60540	3086
79061	3086
30777	3088
40149	3089
07068	3091
60944	3091
10968	3095
30844	3101
60880	3102
10124	3104
50186	3109
79021	3112
50342	3113
10955	3115
30881	3118
30962	3118
10647	3120
10215	3122
10180	3125
79185	3130
10191	3131
60993	3131
10613	3134
30963	3134
30853	3137
10177	3138
10168	3140
30866	3141
40918	3143
10202	3145
10212	3145
10104	3147
40124	3151
10959	3152
30878	3154
10953	3158
50986	3158
40587	3161
10109	3164
30786	3167
10958	3168
60503	3169
10693	3173
30879	3174
30727	3177
60484	3181
10092	3182
10189	3188
40552	3188
79191	3192
10132	3193
79189	3195
40437	3197
50331	3198
79178	3198
60515	3199
10805	3200
40709	3203
40451	3204
30882	3210
40574	3215
30874	3216
79096	3218
30713	3223
40596	3223
60517	3223
50343	3231
30626	3232
40429	3232
40700	3234
10159	3237
40557	3237
10149	3240
30631	3242
10106	3243
10173	3243
50708	3243
40940	3257
50211	3258
30890	3259
10179	3262
65116	3262
10634	3266
79190	3269
40432	3273
50185	3280
79086	3281
30630	3282
50707	3283
10154	3286
30760	3287
10144	3289
79132	3289
50219	3291
79128	3293
10956	3299
10205	3304
10210	3307
50345	3309
30867	3311
30877	3312
40233	3314
79116	3315
79165	3319
50286	3320
30793	3322
40474	3322
10178	3326
30739	3326
30839	3327
40483	3328
50316	3330
50701	3338
65172	3339
50323	3343
10806	3346
10190	3356
30924	3356
40472	3359
30922	3360
60891	3367
60497	3368
10976	3372
79171	3373
65139	3374
30885	3377
30849	3378
40435	3378
10183	3380
60489	3383
40707	3385
30795	3390
40460	3390
10167	3391
10111	3396
79102	3397
30870	3404
40597	3407
50705	3407
30778	3411
60531	3412
40593	3414
30886	3423
60526	3424
40462	3425
40846	3426
10105	3433
30897	3433
60522	3436
40461	3438
40575	3438
30863	3443
30872	3444
79013	3445
30628	3448
30910	3452
30703	3456
79126	3456
30620	3458
79140	3460
79025	3469
30743	3471
40588	3476
40561	3477
50336	3477
10156	3479
79114	3481
10108	3482
40431	3486
30625	3487
50300	3492
60949	3493
40717	3494
30908	3495
10954	3496
79062	3496
50218	3499
79158	3501
79184	3502
60524	3504
40448	3506
79084	3507
79142	3508
40416	3509
50212	3509
65151	3513
10134	3514
30748	3514
79183	3514
10148	3515
50335	3515
79026	3517
40594	3524
65104	3527
60511	3529
79070	3545
30624	3548
30604	3549
79014	3550
79033	3551
30730	3553
30871	3553
40428	3553
79143	3553
10193	3555
40849	3555
10135	3558
10164	3561
10220	3563
30862	3565
60493	3565
10961	3566
30601	3567
30785	3567
79066	3568
40556	3571
40595	3572
30899	3576
79060	3580
40558	3582
50702	3582
79146	3582
10117	3583
30732	3583
40414	3584
40459	3584
30780	3587
40567	3587
50312	3587
30731	3589
65115	3589
10112	3596
40706	3597
60934	3597
40559	3599
10196	3601
65127	3601
65168	3601
65173	3601
79199	3601
30859	3603
30858	3606
40718	3606
60942	3606
79121	3608
65156	3609
10126	3612
30843	3615
30797	3618
40578	3620
30799	3622
40573	3624
40586	3624
60491	3624
30716	3625
30909	3625
50340	3625
40188	3627
30808	3628
30815	3630
30769	3631
50703	3631
40711	3633
79059	3637
40457	3639
30845	3649
30855	3650
40422	3650
40868	3652
40475	3655
40904	3655
79058	3655
65171	3657
79145	3658
40442	3661
60520	3661
65128	3662
79089	3663
30776	3664
30920	3665
79117	3666
79169	3667
30916	3668
30807	3669
30618	3673
50329	3674
60504	3681
30824	3683
40581	3684
65162	3686
60966	3687
40408	3688
10121	3689
10950	3689
30818	3697
79188	3697
79170	3699
10139	3700
40555	3703
79083	3705
65120	3707
30918	3715
40456	3715
50305	3716
50337	3717
30895	3718
30917	3718
50704	3718
40424	3720
79133	3720
30842	3722
40823	3724
60946	3729
40412	3732
30606	3735
79174	3736
60941	3739
30868	3740
40455	3741
30809	3743
30754	3745
60932	3747
60973	3747
60514	3748
79050	3751
79123	3751
10127	3752
50304	3755
65109	3757
40872	3760
30761	3761
65154	3764
50176	3765
40434	3766
30825	3767
65167	3771
30755	3772
65119	3778
30779	3780
30893	3781
79130	3782
40585	3786
79176	3790
79082	3793
40464	3800
65143	3800
79152	3800
50332	3802
65126	3803
10165	3806
30894	3806
30749	3807
65138	3808
79144	3811
79103	3812
40478	3818
79098	3820
79134	3820
40713	3822
79160	3822
50301	3824
50313	3826
40482	3832
60943	3832
30717	3833
79100	3833
79151	3837
30758	3838
30736	3839
30906	3841
79131	3843
79166	3843
10176	3844
30707	3844
30901	3845
79108	3846
30821	3848
40902	3851
50321	3853
50245	3854
30770	3860
40402	3865
50339	3866
30840	3869
79129	3869
40591	3872
40910	3872
79125	3872
65160	3874
40914	3876
79147	3876
79167	3876
79099	3878
30723	3879
79138	3879
30775	3883
79106	3883
10128	3885
30896	3887
40406	3887
30746	3888
65124	3888
79150	3889
50246	3891
79077	3893
60940	3894
40831	3898
79052	3898
50324	3901
50350	3904
79122	3904
50223	3905
50279	3907
50237	3909
50315	3910
40471	3912
50330	3912
40420	3914
60500	3914
30915	3917
79090	3917
30803	3918
40858	3918
79168	3921
30702	3923
30914	3931
30829	3937
79093	3939
40893	3940
65153	3940
30721	3942
60908	3943
65118	3943
50242	3945
10947	3947
50235	3947
50297	3947
79007	3947
79051	3947
30759	3948
60914	3948
79094	3949
65164	3951
30747	3954
79172	3954
30913	3955
69003	3955
79124	3957
79046	3964
40880	3967
50327	3970
79030	3970
30757	3971
50234	3972
50314	3976
79135	3978
79020	3979
30814	3980
79075	3981
30745	3982
65142	3982
30714	3986
65152	3988
79127	3988
30812	3993
30709	3996
30718	3996
60883	3996
79137	3996
50282	4000
79148	4001
79156	4003
50333	4005
30765	4009
79079	4010
30767	4016
65110	4018
50344	4019
40450	4021
30833	4023
79063	4025
30900	4040
40710	4042
30752	4046
79056	4046
79154	4046
30860	4047
30771	4048
50227	4050
79087	4051
65125	4053
30805	4059
79118	4064
40417	4066
40920	4066
50307	4070
50310	4070
50238	4071
79105	4071
50308	4073
50217	4074
79092	4077
79136	4078
79027	4080
50243	4081
40409	4082
30750	4083
60945	4084
50341	4085
30841	4087
40855	4092
60922	4093
50325	4094
65132	4094
40889	4104
50328	4104
30737	4105
65170	4105
40864	4106
30820	4107
40822	4107
79047	4107
30720	4109
30836	4110
79072	4110
60890	4114
50240	4120
79078	4123
50214	4125
50287	4125
60887	4126
50239	4131
50298	4132
50188	4134
50317	4135
79055	4135
79112	4139
65117	4142
79032	4146
60888	4149
50302	4151
50236	4152
65129	4152
30742	4155
30756	4158
79113	4159
50290	4161
50299	4174
65155	4178
30753	4180
40886	4180
65103	4180
60913	4181
30801	4182
79101	4186
50309	4187
30729	4193
50222	4193
79065	4194
50215	4195
40899	4199
40419	4200
60879	4206
69005	4206
30762	4207
79107	4207
50283	4212
65111	4212
30763	4214
30764	4216
40909	4220
30733	4221
50319	4222
60902	4224
50289	4225
50303	4225
40832	4228
40847	4228
50294	4237
30734	4239
30740	4240
60876	4241
79049	4241
50182	4243
60897	4245
30722	4249
40854	4254
79095	4260
79076	4272
40874	4275
79068	4277
40403	4280
50179	4280
50221	4280
79071	4283
60889	4285
79115	4293
79039	4295
30772	4305
50187	4307
50241	4312
60925	4312
30851	4313
79036	4315
50181	4318
79034	4323
79028	4324
50226	4326
40863	4332
30741	4341
60929	4342
79054	4343
30751	4351
79048	4352
79015	4355
30837	4357
50293	4359
60898	4359
50322	4360
60885	4362
40917	4366
79045	4371
40882	4372
40896	4374
30822	4377
10801	4378
79010	4382
40449	4388
79008	4392
40827	4396
60892	4397
60917	4398
50318	4399
40844	4401
50232	4401
79074	4404
50191	4412
50224	4415
60937	4433
60878	4434
40884	4437
40892	4446
50184	4448
79042	4463
60930	4467
79016	4482
40901	4508
40851	4529
40841	4536
50216	4536
40875	4537
50178	4554
50180	4557
60900	4559
79091	4565
50225	4567
40857	4578
60933	4585
50295	4586
40885	4624
60921	4635
40845	4644
40834	4646
40860	4670
40836	4700
60903	4709
60924	4731
40878	4797
40861	4799
40897	4844
40852	4932
40853	4967
40871	5114
